episode,scene,texts,gold_standard
Episode 516: The One With A Cop," Chandler and Joey's, Phoebe is telling Chandler and Monica how she fought crime
in her own way with the badge she found.","[['Chandler', 'Well there you have it!'], ['Monica', ""Well sure! I'm just wearing sweats! (Looking at Chandler and slowly\nrealizing what his point is.) But that's good that you're not in love with me, because you\njust want a girlfriend!""]]",0
Episode 517: The One With Rachel's Inadvertant Kiss," Monica and Rachel's, the next day, Chandler and Joey are there as Rachel
returns from her interview.","[['Monica', 'Oh no, it is okay, I mean as long as you know that Chandler and I\nare also very hot and fiery, just as hot as you! I mean our flame, whew, is on fire!'], ['Chandler', ""(entering) Hey Monica, here's your broom back.""], ['Monica', 'You are so cute. (She goes over and kisses him passionately.)']]",1
Episode 517: The One With Rachel's Inadvertant Kiss," Central Perk, Phoebe and Gary and Chandler and Monica are all there.","[['Monica', 'Okay. (She gets up and walks over to Chandler.) Chandler? Can I see you\nfor a second?'], ['Chandler', 'Uh, yeah.'], ['Monica', 'Okay. (They walk away to get some privacy.) We have got to beat\nthem! {Here we go yet again.}'], ['Chandler', 'Why?'], ['Monica', ""'Cause, Gary and Phoebe think they're a hotter couple than we are!""], ['Chandler', 'Ohh, so?'], ['Monica', ""So! So we've got to go upstairs and have a lot of sex to prove them\nwrong!""], ['Chandler', ""Monica, you have got to stop this competitive thing! Okay? It's\ncrazy. {Finally! The voice of reason.} I mean, just impress Gary and Phoebe we have to go\nupstairs and have sex over and over and I'm saying no to this, why? Get your coat.""]]",0
Episode 517: The One With Rachel's Inadvertant Kiss," Monica and Rachel's, a post-coital Monica and Chandler are recovering on the
couch.","[['Chandler', 'That was amazing!'], ['Monica', 'Phoebe and Gary are so gonna hear about this at dinner.'], ['Chandler', 'That was amazing.'], ['Monica', ""We are the hottest! Huh? No one is hotter than we are! You're the\nbest.""], ['Chandler', ""No, you're the best.""], ['Monica', ""No, you're the best.""], ['Chandler', ""No, you're the best.""], ['Monica', 'I am the best.']]",1
Episode 517: The One With Rachel's Inadvertant Kiss," A restaurant, Chandler, Monica, Phoebe, and Gary are on a double date. Chandler
is yawning.","[['Monica', ""You better believe he's tired, after the day we had! If you know what I\nmean. You know what I mean?""], ['Chandler', 'Honey, the tortilla chips know what you mean.']]",0
Episode 517: The One With Rachel's Inadvertant Kiss," A restaurant, Chandler, Monica, Phoebe, and Gary are on a double date. Chandler
is yawning.","[['Chandler', ""Oh yeah, it's so cool. (He opens his coat and has it pinned to the\nlining.) Now I gotta go, Officer Bing has gotta, 10-100. (Pause, softly) That's pee-pee.\n(Heads for the bathroom.)""], ['Monica', 'Phoebe, you have a, a twig in your hair.']]",0
Episode 517: The One With Rachel's Inadvertant Kiss," A restaurant, Chandler, Monica, Phoebe, and Gary are on a double date. Chandler
is yawning.","[['Monica', 'Hi Chandler.'], ['Chandler', ""Monica! This is the Men's room! (Pause) Isn't it?""], ['Monica', ""Yes it is. You see I've always found the men's bathroom very sexual.\nHaven't you?""], ['Chandler', ""No. And if I did, I don't think we'd be going out. Monica, this is\ngetting ridiculous!""], ['Monica', ""Come on, we can't let them win!""], ['Chandler', 'Ugh, we have already proved that we are hot! Okay? So why-why are you\ngetting so obsessed about this thing?!'], ['Monica', ""Because Phoebe and Gary are in\nthat-can't-keep-their-hands-off-each-other-doing-it-in-the-park phase!""], ['Chandler', '(gasps) So?'], ['Monica', ""I feel really sad that we're not…really there anymore.""], ['Chandler', 'Oh wow! Is that what this all have been about?'], ['Monica', ""Wasn't it a lot more exciting when we were y'know all over each other\nall the time?""], ['Chandler', ""Yeah that was great. That was really great! But to tell you the truth,\nI'm more excited about where we are right now.""], ['Monica', 'Really?'], ['Chandler', ""Yeah! I've never been in a relationship that's lasted this long\nbefore. Y'know to get past the beginning and still be around each other all the time, I\nthink that's pretty incredible. And the fact that this is happening all with you, yeah I\nthink that's pretty exciting. (Kisses her.)""], ['Monica', 'That is so sweet. I know that I was acting a little crazy but umm, I\nfeel the same way.'], ['Chandler', 'Yeah?'], ['Monica', 'Yeah. (They hug.)'], ['Chandler', ""Y'know what I just realized? You just freaked out about our\nrelationship.""], ['Monica', 'Did not.'], ['Chandler', 'Yes you did! Admit it! You freaked out!'], ['Monica', 'Okay, I freaked out a little.'], ['Chandler', ""Little?! You freaked out big time! Okay? And I fixed it! We have\nswitched places! I am the relationship and king and you are the crazy, irrational\nscrew up! (Does a dance of joy.) (Monica glares at him.) And now we're back.""]]",1
Episode 517: The One With Rachel's Inadvertant Kiss," Looking through Ross's window, he's doing more pantomimes. The first one is
he's walking a dog that has stopped, then suddenly tugs him forward.","[['Monica', ""Thank God! I can't watch him anymore!""], ['Chandler', '(entering) You guys ready fore the movies?']]",0
Episode 518: The One Where Rachel Smokes," Monica and Rachel's, everyone is eating breakfast, Ross is heading for the
bathroom.","[['Chandler', 'Unwilling to steal from work, interesting.'], ['Monica', ""Besides, if anybody's gonna get free stuff, it's gonna be me.""]]",0
Episode 518: The One Where Rachel Smokes," Central Perk, Chandler and Monica are there as Rachel enters.","[['Chandler', 'I wish I had smoked for my career…'], ['Monica', ""That's so gross!""]]",0
Episode 518: The One Where Rachel Smokes," The smoker's balcony, Rachel, Kim, and Nancy are all puffing away on their
cancer sticks.","[['Chandler', 'Okay, but you gotta push past this because it is about to get so good!'], ['Monica', ""Chandler! I have to tell you, you smell so smokey I have to get up. I'm\nnot kidding. (She's not; she stands and walks away. Chandler moves closer.)""], ['Chandler', 'I think you smell great! (He sniffs her shoulder.)']]",-1
Episode 518: The One Where Rachel Smokes," Monica and Rachel's, Rachel's surprise party. The apartment is festooned with
cups. There are cups everywhere! Cup centerpiece, cup garland, etc., etc","[['Chandler', 'Great job with the cups, Pheebs!'], ['Monica', ""(overhearing that) Why don't you just go out with her!""]]",-1
Episode 518: The One Where Rachel Smokes," Monica and Rachel's, Rachel's surprise party. The apartment is festooned with
cups. There are cups everywhere! Cup centerpiece, cup garland, etc., etc","[['Chandler', 'Awesome!'], ['Monica', ""Chandler! Everyone--no one's eating my Tuscan finger food 'cause they're\nall filling up on Phoebe's snow cones!""], ['Chandler', 'There are snow cones! (Monica glares at him.) Snow cones! Yuck!'], ['Monica', ""Y'know…go! Go! Right there! (Points)""], ['Chandler', 'Thank you! Thank you! (Runs to the snow cone machine.)']]",0
Episode 519: The One Where Ross Can't Flirt," Monica and Rachel's, Rachel and Phoebe are in the kitchen.","[['Monica', '(entering from the bathroom) Hey! Happy Anniversary!'], ['Chandler', 'Happy Anniversary, 10 months! (They kiss.)'], ['Monica', 'So umm, when I was in the shower I was thinking about our first night in\nLondon…'], ['Chandler', ""Uhh, Joey's grandmother is right there. (Points)""], ['Monica', ""Is that the one that speaks English or the one that doesn't?""], ['Chandler', ""The one that doesn't.""], ['Monica', ""That was some hot love you gave me! I'm gonna go get ready.""], ['Chandler', ""Hey, why don't you wear those earrings I gave you?""], ['Monica', ""That's a great idea! I was saving them for something special.""], ['Chandler', 'Okay.'], ['Monica', '(runs over to Phoebe) You have got to go home!']]",1
Episode 519: The One Where Ross Can't Flirt," Monica and Rachel's, Rachel and Phoebe are in the kitchen.","[['Chandler', 'If you said, ""Big lima bean, bubbling up."" Would she\nunderstand the difference?'], ['Monica', '(noticing Rachel crawling behind the couch) Rach? What are you doing?']]",0
Episode 519: The One Where Ross Can't Flirt," Monica and Rachel's, Rachel and Phoebe are in the kitchen.","[['Chandler', 'Thank you for that! (To Monica) I was not flirting.'], ['Monica', ""It's okay. I don't care. It's uh, it's fine.""]]",0
Episode 519: The One Where Ross Can't Flirt," Monica and Rachel's, Rachel and Phoebe are in the kitchen.","[['Chandler', 'Really?!'], ['Monica', ""It's no big deal, I do it all the time.""], ['Chandler', '(starts to laugh, but then gets serious) So umm, you-you flirt with\nguys all the time?'], ['Monica', ""Sure! It doesn't mean anything! Just like I know it doesn't mean\nanything with you!""], ['Chandler', 'Okay, but there is a big difference. You are a lot hotter than\nI am.']]",-1
Episode 519: The One Where Ross Can't Flirt," Monica and Rachel's, Rachel and Phoebe are in the kitchen.","[['Monica', 'Chandler, this actually bothers you?'], ['Chandler', 'Yes, it does bother me! And I think it would bother a lot of people.\nRachel, when you were going out with Ross, did it bother you when he flirted with other\nwomen?']]",0
Episode 519: The One Where Ross Can't Flirt," Monica and Rachel's, it's continued from before the commercial break.","[['Chandler', 'So uh Monica, do you, do you like the Law & Order?'], ['Monica', ""Yeah, it's good.""], ['Chandler', ""See, I'm finding out all this stuff about you today, like you like the\nLaw & Order and that you flirted with every guy in the Tri-State area!""], ['Monica', ""Chandler! (Joey and his grandmother shush them and wave them away, which\nthey do.) Okay, let me get this straight, it's okay for you to flirt, but not for me.""], ['Chandler', ""Oh, I'm so glad we cleared that up. Look, I'm sorry, some things are\ndifferent for men and for women.""], ['Monica', 'Go on, teach me something about men and women.'], ['Chandler', 'Okay, I\'ve already taught you so much already, but whatever. See when\nyou flirt with a guy you think, ""I\'m just flirting, no big deal."" But the guy is\nthinking, ""Finally! Somebody who wants to sleep with me!""'], ['Monica', 'No way!'], ['Chandler', ""It's true.""], ['Monica', ""Well that's pathetic!""], ['Chandler', 'Again true.'], ['Monica', 'And this goes for all guys?'], ['Chandler', 'All guys that are awake. Then we go to sleep and then all the guys\nfrom the other end of the world wake up and behave the exact same way.']]",0
Episode 519: The One Where Ross Can't Flirt," Monica and Rachel's, another time lapse, Monica is seeking advice from Rachel
and Phoebe about possible replacement earrings.","[['Chandler', '(To Monica) Hey!'], ['Monica', 'Hi!'], ['Chandler', 'You ready?'], ['Monica', 'Yeah.'], ['Chandler', ""You look amazing. I'm the luckiest man in the world.""], ['Monica', ""Ohh, you're about to get a little luckier.""], ['Chandler', 'Let me see the earrings.'], ['Monica', 'Oh, honey, the earrings…'], ['Chandler', '(looking at them) They look great! Does your boyfriend have the best\ntaste or what?'], ['Monica', 'My boyfriend really does have good taste!']]",1
Episode 520: The One With The Ride Along," Central Perk, everyone is there.","[['Monica', 'Man, I would be great in a war! I mean, I really, I think I would make a\nfantastic military leader. I mean I know I would make General way before any of you\nguys.'], ['Chandler', 'Before or after you were shot by your own troops?']]",0
Episode 521: The One With The Ball," Central Perk, Gary, Phoebe, Monica, and Chandler are there.","[['Chandler', ""(To Monica) Yeah, see, I can't pull of baby-doll can I?""], ['Monica', ""No. I think we learned that from the sugarlips incident. I'm gonna get\nsome tea.""], ['Chandler', 'Okay.']]",0
